CID,target,Activity at 10.0 uM
851666,0,6.558
6488633,0,6.5583
741693,0,6.5586
6458254,0,6.5587
2231258,0,6.5589
24688026,0,6.5609
6470622,0,6.5612
2745203,0,6.5623
23607531,0,6.5628
16189812,0,6.5639
135656286,0,6.5656
2442668,0,6.5663
24761491,0,6.5664
24684626,0,6.5671
2996570,0,6.5671
1853692,0,6.5673
3129759,0,6.5676
4244251,0,6.5677
16333700,0,6.5717
2742375,0,6.5721
2422308,0,6.5738
16348807,0,6.575
2978271,0,6.5756
885771,0,6.5758
20179920,0,6.576
2837033,0,6.5763
5714575,0,6.5767
2414087,0,6.5769
1096449,0,6.5775
1341281,0,6.5775
2802467,0,6.5791
4203924,0,6.5792
4558613,0,6.5796
947562,0,6.5798
3025,0,6.5808
2114519,0,6.5814
8619650,0,6.5818
5350152,0,6.5823
1136179,0,6.5826
808459,0,6.5861
24687854,0,6.5861
1293621,0,6.5877
1083409,0,6.5882
884416,0,6.5887
6383479,0,6.5897
929506,0,6.5898
962543,0,6.5898
855348,0,6.59
2168467,0,6.5925
5298671,0,6.5925
4886326,0,6.5934
975306,0,6.594
1983669,0,6.5953
4749449,0,6.596
686511,0,6.5965
3115793,0,6.5968
2049896,0,6.5973
7113285,0,6.5983
3120445,0,6.5983
2813437,0,6.5989
2731067,0,6.5996
16189774,0,6.5999
2738482,0,6.6006
2621639,0,6.601
4909129,0,6.601
4527908,0,6.6013
1534350,0,6.6013
20906151,0,6.6018
3158480,0,6.602
2109001,0,6.6028
5344,0,6.6038
2435216,0,6.6038
16682479,0,6.6049
4850444,0,6.6057
5918787,0,6.606
16682086,0,6.6065
2968856,0,6.6072
2431158,0,6.6076
4231415,0,6.6079
2909004,0,6.6081
2740241,0,6.6089
23724245,0,6.6097
2767304,0,6.6109
1246494,0,6.611
1486600,0,6.6112
1472622,0,6.6115
2186468,0,6.6115
9632749,0,6.6125
831461,0,6.6128
9600460,0,6.6131
16195861,0,6.6134
970716,0,6.6135
791234,0,6.6136
7110151,0,6.6142
5063592,0,6.615
2084466,0,6.616
1474881,0,6.6164
6181239,0,6.6168
919438,0,6.6172
3797644,0,6.618
6861537,0,6.6181
3157232,0,6.6182
135829858,0,6.6183
3617218,0,6.6186
2265088,0,6.6189
650040,0,6.6195
135414683,0,6.6197
775437,0,6.6203
25162417,0,6.6222
968850,0,6.6228
1473168,0,6.6228
2174265,0,6.6237
836877,0,6.6241
2560417,0,6.6246
2493330,0,6.6281
2712578,0,6.6284
5531,0,6.6286
9589770,0,6.6294
3756227,0,6.6295
24982724,0,6.6305
16409737,0,6.6306
24793976,0,6.6307
236273,0,6.6317
9627851,0,6.6319
3144585,0,6.6321
6483846,0,6.6322
5076145,0,6.6352
9662448,0,6.6354
705250,0,6.6368
135447011,0,6.6399
1484876,0,6.6405
135439662,0,6.6419
24746896,0,6.6421
9633668,0,6.6428
16194920,0,6.6431
8123738,0,6.644
16194800,0,6.6448
16189423,0,6.6465
7244645,0,6.647
2433184,0,6.6473
3645341,0,6.648
885946,0,6.6485
2744216,0,6.6491
4441793,0,6.6508
1933027,0,6.6511
16187837,0,6.6536
6464323,0,6.6538
2366344,0,6.6539
976819,0,6.6544
8073855,0,6.6549
2103737,0,6.6551
2731087,0,6.6551
19654112,0,6.6565
2397106,0,6.6578
16324973,0,6.6592
786536,0,6.6595
2529626,0,6.6598
2731369,0,6.6599
2727143,0,6.661
6908092,0,6.6614
2872194,0,6.6616
3810543,0,6.666
4086498,0,6.6661
4325210,0,6.6661
23723466,0,6.6663
6187498,0,6.6675
8076096,0,6.6689
777081,0,6.6693
5386571,0,6.6705
745020,0,6.6709
954246,0,6.6712
2732022,0,6.6749
7874936,0,6.6753
2944230,0,6.6758
9590020,0,6.6764
2878008,0,6.6766
821146,0,6.6769
2905048,0,6.6773
3811336,0,6.6773
6458174,0,6.6781
9157065,0,6.68
4893195,0,6.6833
622148,0,6.6835
1485426,0,6.6857
2726491,0,6.6863
621893,0,6.6864
2492577,0,6.687
7205890,0,6.6887
2819888,0,6.6906
2895799,0,6.692
5412336,0,6.6925
5769823,0,6.693
24747668,0,6.6932
917453,0,6.6933
2996500,0,6.6946
2351118,0,6.6958
16188038,0,6.6965
135430309,0,6.6968
9166545,0,6.6968
5105728,0,6.6969
2822453,0,6.699
5916229,0,6.6994
5296502,0,6.7002
4791592,0,6.7002
2316430,0,6.7006
9689229,0,6.7012
7200105,0,6.7015
4005131,0,6.7021
2462314,0,6.704
25163137,0,6.7056
2846450,0,6.7058
2477202,0,6.7058
2744612,0,6.7066
211240,0,6.7069
2787059,0,6.7069
3645053,0,6.7073
3083797,0,6.7074
16410478,0,6.7081
6622788,0,6.7085
22522928,0,6.709
3945383,0,6.709
3161237,0,6.7094
5098079,0,6.7116
228478,0,6.7124
4727782,0,6.7132
16188310,0,6.7145
2966193,0,6.7149
24761897,0,6.7149
2957014,0,6.7156
1259154,0,6.718
135455148,0,6.7183
3944939,0,6.7192
1477952,0,6.7192
4299304,0,6.7235
2083345,0,6.7245
20954266,0,6.7245
4067853,0,6.7259
1471458,0,6.726
2744625,0,6.7265
135439646,0,6.7271
3345212,0,6.7276
715082,0,6.7308
1477653,0,6.7317
4547589,0,6.732
5965132,0,6.7336
2815497,0,6.7336
2545029,0,6.735
6463381,0,6.7362
3326392,0,6.7373
3161264,0,6.7379
806288,0,6.7394
4058881,0,6.7395
18131938,0,6.7408
2920169,0,6.7413
3164126,0,6.7413
6882354,0,6.7415
7709138,0,6.742
9078207,0,6.7445
135500485,0,6.7446
6881769,0,6.7456
2826774,0,6.7461
6494493,0,6.7483
4638631,0,6.7485
2809533,0,6.7486
16190100,0,6.7488
17393542,0,6.7513
2364807,0,6.7521
2813769,0,6.7523
2976790,0,6.7549
1399461,0,6.7563
947067,0,6.7565
950802,0,6.7569
9585673,0,6.759
24979951,0,6.7599
706801,0,6.7602
2798074,0,6.7608
2044932,0,6.7616
6884109,0,6.7637
5289892,0,6.7643
3230982,0,6.7644
2801002,0,6.7654
2117687,0,6.7654
4084703,0,6.7671
4916035,0,6.7676
2846718,0,6.768
2970744,0,6.7687
1462733,0,6.7689
6863186,0,6.769
2775022,0,6.769
4295396,0,6.7695
2099229,0,6.7696
5343305,0,6.7701
38072,0,6.7701
6462239,0,6.7704
2461510,0,6.7707
5714812,0,6.7714
2148531,0,6.7714
1472987,0,6.7725
18577989,0,6.773
2813615,0,6.7731
3970790,0,6.7738
1251851,0,6.7738
7066682,0,6.7743
3801151,0,6.7753
1446508,0,6.7758
2554200,0,6.7758
2827907,0,6.7761
2798438,0,6.7768
1332049,0,6.7785
4048060,0,6.7787
2308530,0,6.7796
4884562,0,6.7796
9691601,0,6.781
9563583,0,6.7824
2357135,0,6.7827
2435291,0,6.7846
931341,0,6.7853
785002,0,6.7858
794912,0,6.7859
1502284,0,6.7862
5299222,0,6.7873
2958823,0,6.7878
1331912,0,6.7879
2976194,0,6.7891
709551,0,6.7899
3827990,0,6.7904
16196142,0,6.7905
1346584,0,6.7908
6464590,0,6.7921
805720,0,6.7923
1486117,0,6.7929
2872251,0,6.7933
1377280,0,6.7936
692386,0,6.7942
721272,0,6.7945
2840496,0,6.795
2855109,0,6.7954
2231699,0,6.7957
8030810,0,6.7962
1602851,0,6.7963
5029651,0,6.7972
16241438,0,6.7979
3292804,0,6.7983
942782,0,6.7984
2739941,0,6.7986
4352593,0,6.8005
3217990,0,6.8007
2806931,0,6.8011
886106,0,6.8014
471639,0,6.8021
3146300,0,6.8029
6487552,0,6.8047
20866889,0,6.8051
6859249,0,6.8058
5123116,0,6.806
54677972,0,6.8062
4195865,0,6.8064
2826089,0,6.8075
3684099,0,6.8075
4374559,0,6.808
9267120,0,6.808
7161821,0,6.8098
2731145,0,6.8099
6468077,0,6.8109
2014915,0,6.8127
4384008,0,6.8133
856234,0,6.8134
2455313,0,6.8135
4782463,0,6.814
2868457,0,6.8152
2729862,0,6.8163
9391214,0,6.8168
7755252,0,6.8169
4661102,0,6.8173
719657,0,6.8181
1452258,0,6.819
135517773,0,6.8203
3089508,0,6.8213
683826,0,6.8218
761589,0,6.8221
2826617,0,6.8225
2290474,0,6.8237
5395312,0,6.8239
669859,0,6.8245
3122942,0,6.8245
794011,0,6.8248
7700192,0,6.8249
605816,0,6.8251
2901325,0,6.826
16187795,0,6.8264
1423418,0,6.8264
3847875,0,6.8284
859226,0,6.8323
893278,0,6.833
3330064,0,6.8333
893548,0,6.8342
1488907,0,6.835
2991064,0,6.8356
4968512,0,6.8359
721806,0,6.8366
135411655,0,6.8369
4343531,0,6.8383
135455122,0,6.8384
1791302,0,6.8393
2105144,0,6.8401
6224117,0,6.8403
2379600,0,6.8404
6485377,0,6.8409
4367953,0,6.841
2227693,0,6.8424
2818540,0,6.8429
757565,0,6.8429
7692935,0,6.8433
885644,0,6.8434
739815,0,6.8445
8070544,0,6.8448
4879578,0,6.845
7709970,0,6.845
949666,0,6.8456
3994494,0,6.8459
795996,0,6.8463
24818633,0,6.8464
5765231,0,6.8483
6900129,0,6.8489
2812968,0,6.8508
4883486,0,6.8514
2731779,0,6.8514
6502162,0,6.8527
3691619,0,6.8528
2877200,0,6.853
22510431,0,6.8544
6488146,0,6.8545
46499405,0,6.8548
5479583,0,6.8557
793961,0,6.856
4826924,0,6.8565
2744553,0,6.8572
2054444,0,6.8573
2905034,0,6.8595
4522346,0,6.8597
925621,0,6.8598
2498122,0,6.8599
24819297,0,6.8605
332442,0,6.8608
667889,0,6.8618
915141,0,6.8626
674526,0,6.8629
9563343,0,6.863
865538,0,6.8631
24747089,0,6.8639
867257,0,6.8641
3126799,0,6.8651
799060,0,6.8663
544460,0,6.8677
2818783,0,6.8679
4877776,0,6.8682
135419007,0,6.8689
4601664,0,6.8692
2373980,0,6.8693
20182170,0,6.8698
2743313,0,6.87
5721738,0,6.871
7333,0,6.8711
842582,0,6.8721
1506794,0,6.8726
2400663,0,6.8735
2978543,0,6.8736
2991521,0,6.8738
970639,0,6.8754
3139333,0,6.8756
2819020,0,6.8761
7152310,0,6.8766
2725806,0,6.8788
307075,0,6.8793
3467552,0,6.8794
6867577,0,6.8805
751652,0,6.8815
701195,0,6.8815
16682538,0,6.8824
16191359,0,6.8831
2819294,0,6.884
1713214,0,6.8841
2197021,0,6.8849
3231570,0,6.8852
4882447,0,6.8854
6532825,0,6.8855
5938397,0,6.8857
881165,0,6.8859
94986,0,6.8872
551109,0,6.8878
2738315,0,6.8885
2791994,0,6.8887
4891,0,6.8938
2331328,0,6.8941
2726944,0,6.8946
6419965,0,6.8949
7923147,0,6.8957
2823209,0,6.8962
2790884,0,6.8991
5741445,0,6.8995
9653890,0,6.9
2220392,0,6.9027
24980783,0,6.9052
695178,0,6.9059
1445320,0,6.908
2543155,0,6.9087
2809993,0,6.9136
2826612,0,6.9139
2213235,0,6.9142
669571,0,6.9142
812046,0,6.9146
949237,0,6.9155
24790804,0,6.9165
135420938,0,6.9168
4827455,0,6.9172
7292873,0,6.9172
715438,0,6.9175
879398,0,6.9183
782099,0,6.9185
3721626,0,6.9189
2969554,0,6.9208
7284810,0,6.9236
2351966,0,6.9261
2837966,0,6.9269
727411,0,6.9272
2232234,0,6.9279
4638037,0,6.9283
2122018,0,6.9289
135915051,0,6.9294
2570943,0,6.9298
24748001,0,6.9301
702265,0,6.9307
7480159,0,6.9318
2086421,0,6.9318
3710492,0,6.9321
2902491,0,6.9322
955390,0,6.9323
574865,0,6.9329
2697400,0,6.9344
2802701,0,6.9346
5586899,0,6.9355
66804,0,6.9362
2677714,0,6.9368
6494486,0,6.9383
24686998,0,6.9392
86261287,0,6.9395
771056,0,6.9406
22431308,0,6.9414
9515980,0,6.9424
793168,0,6.9445
5713908,0,6.945
852001,0,6.9451
4079733,0,6.9454
6457604,0,6.9458
899135,0,6.9461
832568,0,6.947
3422926,0,6.9472
950322,0,6.9482
1485464,0,6.9487
3154023,0,6.9489
2839125,0,6.949
891922,0,6.95
2979237,0,6.9504
135442099,0,6.9506
2384847,0,6.9514
1847435,0,6.9527
3607003,0,6.9529
1532848,0,6.953
4399140,0,6.9536
971431,0,6.9538
2745800,0,6.9549
2089017,0,6.9567
2732697,0,6.9568
3128683,0,6.9577
6498659,0,6.9584
135525771,0,6.9586
2059467,0,6.9588
6900270,0,6.9589
718175,0,6.9594
857603,0,6.9595
4051948,0,6.9595
3138572,0,6.9597
9585798,0,6.9601
7207375,0,6.9606
2952541,0,6.9626
669445,0,6.9632
7254454,0,6.9633
2497380,0,6.9636
2364621,0,6.9636
1455770,0,6.9636
2500883,0,6.9653
669478,0,6.9659
7660589,0,6.9659
2462609,0,6.9667
684232,0,6.9668
2394076,0,6.9673
8439437,0,6.9689
16210795,0,6.9694
4877687,0,6.9729
16191360,0,6.9736
2503775,0,6.9751
783368,0,6.9751
807462,0,6.978
2855016,0,6.9783
2311082,0,6.9795
135498023,0,6.9808
675056,0,6.981
1915442,0,6.9821
3849718,0,6.9826
6092913,0,6.984
2777813,0,6.9843
712540,0,6.9845
834866,0,6.985
942117,0,6.985
2732719,0,6.9855
135411932,0,6.9857
2845686,0,6.9858
181458,0,6.9867
746713,0,6.9872
2811769,0,6.988
2805457,0,6.9881
4372420,0,6.9883
943798,0,6.99
945258,0,6.9907
2315224,0,6.9911
2813231,0,6.9926
9663867,0,6.9929
726377,0,6.994
963834,0,6.994
6006636,0,6.9946
629923,0,6.9948
160453,0,6.9959
1378406,0,6.9975
2392243,0,6.9975
135498024,0,6.998
851372,0,6.9983
4435389,0,6.9985
2991697,0,6.9986
699366,0,7.0007
1452773,0,7.0011
9583216,0,7.0039
4110035,0,7.0042
16682262,0,7.0066
3732683,0,7.0071
7217794,0,7.008
4161186,0,7.0082
2137824,0,7.0087
54697138,0,7.0101
6859165,0,7.0115
929865,0,7.0118
2928889,0,7.0133
45106035,0,7.0136
7996463,0,7.0142
3453986,0,7.0179
3793088,0,7.0179
6490880,0,7.0186
774058,0,7.0189
913117,0,7.0195
1868557,0,7.0211
2744582,0,7.0214
3958188,0,7.0217
5000326,0,7.0221
9635402,0,7.0231
4962514,0,7.0241
5769417,0,7.0242
1913200,0,7.0243
6464754,0,7.0243
135451339,0,7.0247
24981084,0,7.0256
135420662,0,7.0267
135467624,0,7.0277
779847,0,7.0289
4877802,0,7.0294
4646958,0,7.0306
23410475,0,7.0307
1174020,0,7.0318
23723409,0,7.0327
2418974,0,7.033
1483761,0,7.0336
19583486,0,7.0337
6485810,0,7.0347
2149378,0,7.0352
789940,0,7.0358
2151955,0,7.0362
3978169,0,7.0372
8279977,0,7.038
11586368,0,7.0387
16308809,0,7.0393
2767614,0,7.0395
750792,0,7.0402
2764129,0,7.0402
2739969,0,7.042
921747,0,7.0425
704259,0,7.0426
2981868,0,7.0435
4089794,0,7.0436
3156882,0,7.0442
1443973,0,7.046
6467748,0,7.0498
1076563,0,7.0498
1423600,0,7.0506
6620197,0,7.0513
135573176,0,7.0517
5825047,0,7.0539
5071377,0,7.0539
748671,0,7.0552
1538491,0,7.0554
3480949,0,7.0556
272051,0,7.0568
775907,0,7.057
2434365,0,7.0577
819233,0,7.0588
135423493,0,7.06
1257105,0,7.0603
2892422,0,7.0613
74491,0,7.0615
5349174,0,7.062
1116978,0,7.0624
1543495,0,7.0626
2796934,0,7.0629
5761934,0,7.064
3229111,0,7.0643
5393006,0,7.0645
975730,0,7.0656
135404024,0,7.0657
4225691,0,7.0658
1135809,0,7.0662
5299226,0,7.0665
2821404,0,7.067
5018374,0,7.0673
5179416,0,7.0679
9644929,0,7.0681
865924,0,7.0683
9660657,0,7.0684
16318694,0,7.0693
802099,0,7.0699
4451522,0,7.0702
1521552,0,7.0702
2398074,0,7.0708
854350,0,7.0724
17383407,0,7.0727
1720465,0,7.0741
16824683,0,7.0745
2798261,0,7.0749
2049891,0,7.0754
9700012,0,7.0754
2575240,0,7.0756
4580080,0,7.0757
135684256,0,7.0762
2801885,0,7.0769
16189278,0,7.0782
1235418,0,7.0796
16192657,0,7.0798
2769265,0,7.08
5347999,0,7.0824
1026582,0,7.0833
3594322,0,7.0836
2725836,0,7.0838
3789487,0,7.084
2905361,0,7.0843
5192797,0,7.0851
5132152,0,7.0857
135473666,0,7.0857
1363594,0,7.0857
3825803,0,7.0859
16189873,0,7.0872
2540266,0,7.0879
795409,0,7.0897
3393695,0,7.0906
1245965,0,7.0907
17462644,0,7.0914
2727122,0,7.0915
779799,0,7.0916
2732231,0,7.0919
1258327,0,7.092
993464,0,7.0927
2114625,0,7.0932
2394298,0,7.0936
15992620,0,7.0936
6880356,0,7.0943
798911,0,7.0953
2814128,0,7.0954
5344310,0,7.0959
5902388,0,7.0995
6290107,0,7.1005
4364917,0,7.1009
978195,0,7.1011
1790669,0,7.1015
3648878,0,7.1017
135457661,0,7.1031
868397,0,7.1032
874614,0,7.1035
9659222,0,7.1055
203875,0,7.1056
2567483,0,7.1062
902207,0,7.1066
3120359,0,7.1067
1104473,0,7.107
5769095,0,7.1083
2768470,0,7.1086
877998,0,7.1089
588851,0,7.1099
939671,0,7.111
3163316,0,7.112
9504427,0,7.1124
1247374,0,7.1143
7207919,0,7.115
3534516,0,7.116
9662004,0,7.1161
859877,0,7.1164
24819581,0,7.1167
1249789,0,7.117
2740762,0,7.1174
3314351,0,7.1174
2259918,0,7.1175
947630,0,7.1194
9593172,0,7.121
738951,0,7.1212
721956,0,7.1217
5771026,0,7.1233
24761077,0,7.1242
1093742,0,7.1246
3221253,0,7.1256
1853758,0,7.1256
2745923,0,7.1275
18272322,0,7.1275
9692424,0,7.1281
3685908,0,7.1298
739312,0,7.1303
2481682,0,7.1314
1072799,0,7.1314
3157864,0,7.132
6341368,0,7.1326
11839503,0,7.1333
4042310,0,7.1335
20934807,0,7.1342
3733281,0,7.1344
23724190,0,7.1348
4173597,0,7.1349
979829,0,7.135
2740372,0,7.1369
9579993,0,7.1371
2977027,0,7.1388
742521,0,7.14
2994166,0,7.1402
6895732,0,7.1409
16525183,0,7.141
18109400,0,7.1415
24686057,0,7.1446
2225106,0,7.1479
1081020,0,7.148
6253,0,7.1484
22427111,0,7.1505
6459037,0,7.1509
24747627,0,7.151
81423,0,7.154
2117945,0,7.1546
1266290,0,7.1549
18109232,0,7.1553
17394683,0,7.1555
9633169,0,7.1563
2561205,0,7.1567
1960250,0,7.157
9608802,0,7.1572
751676,0,7.1589
22515733,0,7.1599
9209386,0,7.161
9594943,0,7.1614
23724294,0,7.1638
3507671,0,7.1648
2815270,0,7.1651
2746257,0,7.1657
2985033,0,7.1662
4602867,0,7.1663
135193,0,7.1667
16188806,0,7.1683
6497492,0,7.1686
16682162,0,7.1689
6460371,0,7.1689
949458,0,7.169
845479,0,7.1694
2989336,0,7.1716
24747107,0,7.1723
4061012,0,7.1734
3160952,0,7.1734
2726710,0,7.1738
2726303,0,7.1749
6858937,0,7.175
9625603,0,7.1755
4780403,0,7.1758
951491,0,7.176
17276893,0,7.178
823506,0,7.1787
2819853,0,7.1802
16319429,0,7.1815
1913433,0,7.1838
24817003,0,7.1859
3159812,0,7.1862
135425383,0,7.1874
2726925,0,7.1883
3712359,0,7.1912
747896,0,7.1918
2946212,0,7.195
6621436,0,7.1959
2305793,0,7.1977
2805010,0,7.1984
698272,0,7.1985
2340817,0,7.2004
2548868,0,7.201
2812289,0,7.2011
23723162,0,7.2021
717704,0,7.2025
2464066,0,7.2057
2910500,0,7.207
888212,0,7.2072
2819887,0,7.2072
2975693,0,7.2072
23724235,0,7.2089
2557349,0,7.2101
880682,0,7.2106
2330514,0,7.2115
2881653,0,7.2129
16823279,0,7.2129
3731874,0,7.2133
2222720,0,7.2144
2856422,0,7.2158
2816153,0,7.2192
784086,0,7.2197
2452307,0,7.2213
2744468,0,7.2233
3968274,0,7.2237
9685312,0,7.2278
3156232,0,7.2296
2201629,0,7.23
1093869,0,7.2301
3519928,0,7.2308
2400473,0,7.2313
6485391,0,7.2354
4877926,0,7.2366
7714690,0,7.2391
976573,0,7.2392
4441413,0,7.2408
4798601,0,7.2413
2738446,0,7.2414
1966743,0,7.2421
3312555,0,7.2426
851240,0,7.243
2856844,0,7.2436
2812779,0,7.2444
4065114,0,7.245
976705,0,7.246
677345,0,7.2462
708959,0,7.2462
3907389,0,7.2473
1245007,0,7.2477
3894098,0,7.2477
24793046,0,7.2486
4885084,0,7.249
2871808,0,7.2496
16823236,0,7.2496
2768731,0,7.251
7066853,0,7.2513
135503202,0,7.252
772407,0,7.2525
23607866,0,7.2539
825695,0,7.2544
4438305,0,7.2551
1810969,0,7.2556
1454901,0,7.2562
2416553,0,7.2562
135519904,0,7.2563
1251567,0,7.2569
912223,0,7.2571
2839644,0,7.2572
4074625,0,7.2573
3691663,0,7.2585
2806369,0,7.2594
1471311,0,7.2609
3549496,0,7.2614
1071911,0,7.2622
6486031,0,7.2632
135760333,0,7.265
4553251,0,7.2651
804659,0,7.2652
1835377,0,7.2667
5900961,0,7.2674
3270671,0,7.2678
2794795,0,7.2679
789210,0,7.2709
6899477,0,7.2712
16283470,0,7.2712
2841175,0,7.2715
2576526,0,7.2723
3702891,0,7.2724
2834440,0,7.2746
2974200,0,7.2749
9586709,0,7.2764
820043,0,7.2765
4454833,0,7.2778
2368778,0,7.2808
9363380,0,7.2809
931904,0,7.2834
3124722,0,7.2844
788039,0,7.2846
2478581,0,7.2849
54686487,0,7.2851
135410707,0,7.2866
3167546,0,7.2874
900499,0,7.2876
2814100,0,7.2883
1075575,0,7.2883
850741,0,7.2886
2746441,0,7.2889
736287,0,7.2893
720755,0,7.2896
25161578,0,7.2902
19687934,0,7.2908
962281,0,7.2918
700578,0,7.2921
3121126,0,7.2921
3230963,0,7.2925
2241021,0,7.2926
3155245,0,7.2948
971004,0,7.2967
2002693,0,7.2977
886247,0,7.2979
2740704,0,7.298
804510,0,7.2988
791232,0,7.299
5332845,0,7.3
9580332,0,7.3001
903183,0,7.3007
2121353,0,7.3009
1094124,0,7.3017
2995099,0,7.3021
99602,0,7.3022
2352744,0,7.3038
1017977,0,7.3046
1164899,0,7.3051
4798458,0,7.3053
597171,0,7.3064
4900945,0,7.3071
6466739,0,7.3072
18109242,0,7.3077
2814165,0,7.3078
278882,0,7.308
1986175,0,7.3118
2818812,0,7.312
5163692,0,7.3121
17283315,0,7.3126
17428332,0,7.3137
3055901,0,7.3139
718205,0,7.3147
7183951,0,7.3155
804716,0,7.3156
2378409,0,7.3165
1980396,0,7.3192
2982920,0,7.3197
2417901,0,7.3201
2117508,0,7.3217
1489218,0,7.3221
8410055,0,7.3222
23723392,0,7.3229
9688324,0,7.3235
2710694,0,7.3239
2788358,0,7.3245
950153,0,7.3252
4557860,0,7.3258
16188553,0,7.3259
2732842,0,7.326
3166942,0,7.326
740896,0,7.3266
3373337,0,7.3276
1363764,0,7.328
7759315,0,7.3289
2104149,0,7.329
2738284,0,7.3294
975540,0,7.3295
2332803,0,7.331
1438298,0,7.3332
747990,0,7.3339
16192788,0,7.334
2886682,0,7.3344
1247754,0,7.3346
974029,0,7.3348
5793393,0,7.3353
788869,0,7.3357
4141029,0,7.3368
3945202,0,7.3369
2863914,0,7.3369
669323,0,7.3373
2985405,0,7.3388
4910385,0,7.3388
3599865,0,7.3391
2441640,0,7.3397
4555519,0,7.3398
2958074,0,7.3403
3643290,0,7.3415
54679959,0,7.342
3169082,0,7.3422
162185,0,7.3443
786721,0,7.3451
4884007,0,7.3451
16682226,0,7.3462
9280527,0,7.3462
14197121,0,7.3463
6471089,0,7.3465
2726815,0,7.3468
2872333,0,7.3482
9580314,0,7.3483
24671721,0,7.3491
1507263,0,7.3519
3152092,0,7.3535
1940326,0,7.3543
2867689,0,7.3555
718595,0,7.3563
5946,0,7.3563
579553,0,7.3577
5142875,0,7.3579
9585902,0,7.3583
2129432,0,7.3583
970018,0,7.3583
135413421,0,7.3587
6212341,0,7.3587
735634,0,7.359
1124050,0,7.3614
878295,0,7.3631
668629,0,7.3633
2030156,0,7.3641
3727353,0,7.3643
9553521,0,7.3655
3792153,0,7.3668
827882,0,7.3679
4527688,0,7.3681
2305296,0,7.3689
9663608,0,7.3703
1994876,0,7.3705
7353114,0,7.3726
2827002,0,7.3735
5062173,0,7.3735
6497309,0,7.3738
976723,0,7.374
3125344,0,7.3751
6462427,0,7.3755
16249813,0,7.3761
2436782,0,7.3766
6146666,0,7.3785
9648279,0,7.3819
2811801,0,7.382
2364522,0,7.3838
900807,0,7.3847
2739043,0,7.3859
5334780,0,7.3864
2564443,0,7.3874
2809510,0,7.3877
2399072,0,7.3878
24746912,0,7.3892
3155043,0,7.3892
135454399,0,7.3901
2746711,0,7.3905
4773907,0,7.3911
4221704,0,7.3916
731720,0,7.3921
681912,0,7.3927
2820416,0,7.3928
3226016,0,7.394
135444079,0,7.3959
3471158,0,7.3959
687138,0,7.3966
6465235,0,7.3969
6498663,0,7.3979
2258593,0,7.3995
3149090,0,7.4001
4181689,0,7.4011
798077,0,7.4012
843257,0,7.4013
889491,0,7.4013
1485285,0,7.4017
1633071,0,7.4025
625773,0,7.4029
2129011,0,7.4032
939662,0,7.4037
1420827,0,7.4048
683683,0,7.4058
6489066,0,7.4081
135549881,0,7.4086
16190193,0,7.4087
4295387,0,7.4092
2389481,0,7.4098
2825669,0,7.4103
4962513,0,7.4113
2128395,0,7.4118
16190695,0,7.414
23474778,0,7.4147
736632,0,7.4155
16192928,0,7.4161
5077587,0,7.4169
683426,0,7.4171
2483195,0,7.4174
791371,0,7.4177
16194131,0,7.4181
2974938,0,7.4183
4961781,0,7.4186
9553510,0,7.419
4519573,0,7.4198
2894393,0,7.42
965856,0,7.42
939709,0,7.4224
7623046,0,7.4242
4908705,0,7.4244
2763956,0,7.4259
2826949,0,7.4267
6878506,0,7.4269
1092757,0,7.4273
913283,0,7.4275
3838712,0,7.4285
17427107,0,7.429
4050346,0,7.4291
2732049,0,7.4306
5236933,0,7.4311
3647975,0,7.4314
4323925,0,7.4318
2926616,0,7.432
1834023,0,7.4323
260228,0,7.4346
1508466,0,7.4351
705541,0,7.4356
7532116,0,7.4368
2838331,0,7.4377
24687508,0,7.4377
723252,0,7.438
4072672,0,7.4383
877269,0,7.4392
2232860,0,7.4399
6487848,0,7.4404
891761,0,7.4414
2912528,0,7.4417
7207470,0,7.4419
2591522,0,7.442
54675779,0,7.4429
903178,0,7.4453
8838555,0,7.4463
6485390,0,7.4466
2816142,0,7.4468
135624966,0,7.4482
1131000,0,7.4486
3715269,0,7.4504
1487737,0,7.4509
3884614,0,7.4514
24761948,0,7.4514
16327019,0,7.4521
1869708,0,7.4555
915816,0,7.4568
767108,0,7.4576
6498631,0,7.4586
2814907,0,7.4601
2804699,0,7.461
2992790,0,7.4614
792421,0,7.4625
2881820,0,7.4633
2228376,0,7.4652
135400715,0,7.4659
741831,0,7.4682
5093906,0,7.4686
1103357,0,7.4692
89179,0,7.4699
551073,0,7.4701
6529428,0,7.4704
708047,0,7.4705
1105927,0,7.471
4962437,0,7.4711
1481812,0,7.4712
3834518,0,7.4723
2865903,0,7.4728
23723478,0,7.4729
12968579,0,7.474
1385799,0,7.4747
4827418,0,7.4753
24819108,0,7.4769
2242113,0,7.4781
3224995,0,7.4785
4793305,0,7.4792
2578518,0,7.4793
6486593,0,7.4794
1983292,0,7.4806
3121386,0,7.4821
462454,0,7.4842
4793492,0,7.4851
2570600,0,7.4859
135760741,0,7.4873
2701874,0,7.4873
950321,0,7.4883
1484634,0,7.4885
1442234,0,7.4899
6458154,0,7.4921
6469143,0,7.4927
1013437,0,7.4928
16248875,0,7.4929
4886248,0,7.4936
517321,0,7.4938
2475821,0,7.4945
6470296,0,7.4969
135463191,0,7.4981
3167409,0,7.4982
4570088,0,7.4992
4254388,0,7.4995
587917,0,7.5004
